Numero Pedido Cliente;NF CF;Cliente;Vendedor;Emissao
1060990;194683;ALVARO - LJ 02;ERICK MOREIRA;08/09/2026
1060988;195538;N. S. LAR SUPERMERCADO;CARLOS FERREIRA;08/09/2026
1060987;194379;VILA ZAIRA - 02;SILVANO ARRUDA;08/09/2026
1060986;194598;NOSSO LAR;CARLOS FERREIRA;08/09/2026
1060985;194380;VILA ZAIRA - GUARULHOS;SILVANO ARRUDA;08/09/2026
1060984;194455;SACOLAO SAUDE - 09;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060983;194952;VILA ZAIRA - SÃO JOSE CAMPOS;SILVANO ARRUDA;08/09/2026
1060982;194458;SACOLAO VILA CARRAO;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060981;194688;GDG DELIVERY;KELVIN;08/09/2026
1060979;194454;SACOLAO SAUDE - 08;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060977;194447;SACOLAO SAUDE - 07;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060976;194467;MERCADO ALIANCA;EDSON MALAGUTTI;08/09/2026
1060975;194468;MERCADO ALIANCA;EDSON MALAGUTTI;08/09/2026
1060974;194444;MERCADO BELLA MOOCA;FRANCISCO DUARTE - LUIZ DUARTE;08/09/2026
1060973;194888;SACOLAO SAUDE - 06;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060972;194921;SM SUBLIME - LOJA 04;CLAUDIO AKIO SOGA;08/09/2026
1060971;194446;BELLA SAO LUCAS;FRANCISCO DUARTE - LUIZ DUARTE;08/09/2026
1060970;194442;SACOLAO SAUDE - 04;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060969;194449;SACOLAO SAUDE - 05;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060967;194430;VOG COMERCIO DE ALIMENTOS;FELIPE GOMES;08/09/2026
1060966;194429;VOG COMERCIO DE ALIMENTOS;FELIPE GOMES;08/09/2026
1060965;194700;MERCADAO CARNES - GLADIADOR;FELIPE GOMES;08/09/2026
1060964;194856;ARMAZEM NORDESTINO E PRODUTOS NATURAIS;MARIO MIZUKA;08/09/2026
1060963;194445;BELLA SAO LUCAS;FRANCISCO DUARTE - LUIZ DUARTE;08/09/2026
1060962;194509;ARMAZEM NORDESTINO E PRODUTOS NATURAIS;MARIO MIZUKA;08/09/2026
1060961;194681;ALVARO - LJ 02;ERICK MOREIRA;08/09/2026
1060960;194409;SACOLAO SAUDE - 02;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060959;194405;SACOLAO SAUDE - 01;GILMERIO QUEIROZ - GERENTE DE AREA;08/09/2026
1060958;194684;ALVARO - LJ 01;ERICK MOREIRA;08/09/2026
1060957;194471;TAKAHASHI - LOJA 02;FLAVIA SIQUEIRA;08/09/2026
1060956;194643;SUPER MIX BRANDINA;OSNEY RICARDO;08/09/2026
1060955;194642;SUPER MIX BRANDINA;OSNEY RICARDO;08/09/2026
1060954;194406;SUPERMERCADO FEN;FRANCISCO DUARTE - LUIZ DUARTE;08/09/2026
1060953;194699;VEND PERTO MACHINES;FLAVIA SIQUEIRA;08/09/2026
1060951;194407;SUPERMERCADO HIK;JOSE GOMES DOS S.;08/09/2026
1060950;194491;F VIEIRA MINIMERCADO - LJ 01;FRANCISCO DUARTE - LUIZ DUARTE;08/09/2026
1060935;194619;INOVA MACHINES;LUCIANE MARQUES;08/09/2026
1060927;194572;FAVETTA - ARARAS;LUCIANE MARQUES;08/09/2026
1060926;194573;FAVETTA - LOJA 03;LUCIANE MARQUES;08/09/2026
1060925;194574;FAVETTA - CENTRO;LUCIANE MARQUES;08/09/2026
1060924;194929;DONINE - LOJA 02;RENATO SANTO MICHELMANN;08/09/2026
1060923;194931;DONINE - LOJA 01;RENATO SANTO MICHELMANN;08/09/2026
1060921;194470;TAKAHASHI - LOJA 02;FLAVIA SIQUEIRA;08/09/2026
1060922;194472;OKKER - MATRIZ;VENDEDOR INTERNO;08/09/2026
1060917;194703;M & M SUPERMERCADO;RONILSON RIBEIRO;08/09/2026
1060913;194930;DONINE - LOJA 01;RENATO SANTO MICHELMANN;08/09/2026
1060910;194781;ASUN SUPERMERCADOS;ALESSANDRO CANDIAGO;08/09/2026
1060905;194928;DONINE - LOJA 02;RENATO SANTO MICHELMANN;08/09/2026
1060903;194408;MIL FOLHAS - SBC;JUAREZ COSTA;08/09/2026
1060902;194696;LATICINIOS DA ILHA;JOSE SOARES;08/09/2026
1060901;195007;SHOPPER COMERCIO ALIMENTICIO - RIBEIRAO PRETO;JOSE ARTENCIO;08/09/2026
1060894;194597;SHOPPER COMERCIO ALIMENTICIO - OSASCO;JOSE ARTENCIO;08/09/2026
1060893;194453;ZAFFARI - EMBU DAS ARTES;FELIPE GOMES;08/09/2026
1060892;194701;MERCADAO CARNES - GLADIADOR;FELIPE GOMES;08/09/2026
1060891;194695;LATICINIOS DA ILHA;JOSE SOARES;08/09/2026
1060890;194704;O CAMPONES;JOSE SOARES;08/09/2026
1060889;194702;LIMA ITANHAEM;JOSE SOARES;08/09/2026
1060888;194459;SHOPPER - CARANDIRU;JOSE ARTENCIO;08/09/2026
1060887;194417;ATACADAO CAMBUCI - LOJA 680;ROBERTO OLIVEIRA ANDRADE;08/09/2026
1060886;194428;VOG COMERCIO DE ALIMENTOS;FELIPE GOMES;08/09/2026
1060885;194420;ATACADAO INTERLAGOS - LJ 229;ROBERTO OLIVEIRA ANDRADE;08/09/2026
1060884;194427;VOG COMERCIO DE ALIMENTOS;FELIPE GOMES;08/09/2026
1060851;194885;RODRIGO KISBERI JACO;WAGNER DA SILVA LIMA;08/09/2026
1060826;40639;ASSAI - MONJOLO;JOSE ELIAS;08/09/2026
1060825;40641;259 CURITIBA ALT;JOSE ELIAS;08/09/2026
1060824;194999;MERCADO CHEGA MAIS;AROLDO BATISTA SANTOS;08/09/2026
1060823;40638;ASSAI CURITIBA - LJ 257;JOSE ELIAS;08/09/2026
1060817;40637;229 CURITIBA ATU;JOSE ELIAS;08/09/2026
1060812;40636;215 MARINGA SEMINARIO;JOSE ELIAS;08/09/2026
1060810;194839;ATACADAO SANTO AMARO - LJ 20;ROBERTO OLIVEIRA ANDRADE;08/09/2026
1060808;40635;195 CURITIBA JK;JOSE ELIAS;08/09/2026
1060805;194725;SUPERMERCADO BRASILIANOS;JOSE ARTENCIO - EA;08/09/2026
1060804;40634;ASSAI - 162 LONDRINA SAUL;JOSE ELIAS;08/09/2026
1060802;194448;PADARIA DONA ALEXANDRINA;WAGNER DA SILVA LIMA;08/09/2026
1060801;40633;099 CURITIBA PINHEIRINHO;JOSE ELIAS;08/09/2026
1060798;40632;079 MARINGA COLOMBO;JOSE ELIAS;08/09/2026
1060796;40640;071 LONDRINA TIR;JOSE ELIAS;08/09/2026
1060792;194758;CEMA VILLEFORT - CD;CAMILA CUNHA DE FREITAS;08/09/2026
1060785;194335;SUPERMERCADO PONTEL - CAMPINAS;OSNEY RICARDO;08/09/2026
1060784;194334;SUPERMERCADO PONTEL - CAMPINAS;OSNEY RICARDO;08/09/2026
1060783;194336;SUPERMERCADO PONTEL - CAMPINAS;OSNEY RICARDO;08/09/2026
1060782;194333;PIRACAM;OSNEY RICARDO;08/09/2026
1060781;194567;SUPERMERCADO ATLANTICO;DAIANE CRISTINA DE OLIVEIRA;08/09/2026
1060780;194566;SUPERMERCADO ATLANTICO;DAIANE CRISTINA DE OLIVEIRA;08/09/2026
1060779;194330;PIRACAM;OSNEY RICARDO;08/09/2026
1060778;194331;PIRACAM;OSNEY RICARDO;08/09/2026
1060774;15203;M & C HEALTHCARE;FERNANDO ARRUDA;08/09/2026
1060764;305799;OKKER - MATRIZ;VENDEDOR INTERNO;08/09/2026
1060763;194332;PIRACAM;OSNEY RICARDO;08/09/2026
1060757;194560;SUPERMERCADO ATLANTICO;DAIANE CRISTINA DE OLIVEIRA;08/09/2026
1060756;194899;CUCINARE -  BARUERI CD;INES MARTIN;08/09/2026
1060755;194559;SUPERMERCADO ATLANTICO;DAIANE CRISTINA DE OLIVEIRA;08/09/2026
1060753;194362;CARONE - CABO FRIO;JULIANA TRISTAO;08/09/2026
1060752;194361;SEMPRE TEM SAO PEDRO DA ALDEIA;JULIANA TRISTAO;08/09/2026
1060723;194328;SM SUBLIME - LOJA 04;CLAUDIO AKIO SOGA;08/09/2026
1060721;194360;LOGICA DISTRIBUICAO;RODOLFO QUERINO LUIZ - GERENTE DE AREA;08/09/2026
1060720;194368;SENSACAO;JUAREZ COSTA;08/09/2026
1060719;194369;SENSACAO;JUAREZ COSTA;08/09/2026
1060718;194352;DUQUE - LJ 03;FLAVIA SIQUEIRA;08/09/2026
1060717;194556;SUPERMERCADO SAO JOSE;DAIANE CRISTINA DE OLIVEIRA;08/09/2026
1060716;194351;DUQUE - LJ 03;FLAVIA SIQUEIRA;08/09/2026
1060715;196312;MAGUI SUPERMERCADOS;OSNEY RICARDO;08/09/2026
1060714;194348;SUP CORREA - VILA HARO 14;PAULO COSTA;08/09/2026
1060713;194349;SUP CORREA - VILA HARO 14;PAULO COSTA;08/09/2026
1060712;194373;REDE SERIEMA - LOJA 03;PAULO COSTA;08/09/2026
1060711;194374;REDE SERIEMA - LOJA 03;PAULO COSTA;08/09/2026
1060710;194637;SM SELETO;EDSON MALAGUTTI;08/09/2026
1060709;194313;SUPERMERCADO MIGRANTES;CELSO NUNES TEIXEIRA;08/09/2026
1060708;194441;UNIAO DE ITUPEVA - LJ 01;EDSON MALAGUTTI;08/09/2026
1060707;194438;UNIAO DE ITUPEVA - LJ 02;EDSON MALAGUTTI;08/09/2026
1060706;194437;UNIAO DE ITUPEVA - LJ 02;EDSON MALAGUTTI;08/09/2026
1060705;194440;UNIAO DE ITUPEVA - LJ 03;EDSON MALAGUTTI;08/09/2026
1060704;194376;BOM LUGAR LOJA 18;PAULO COSTA;08/09/2026
1060703;194557;SUPERMERCADO SAO JOSE;DAIANE CRISTINA DE OLIVEIRA;08/09/2026
1060702;194555;SUPERMERCADO SAO JOSE;DAIANE CRISTINA DE OLIVEIRA;08/09/2026
1060700;194536;SUPERMERCADO PORECATU - 02;MARCELO GREGORIO;08/09/2026
1060699;194537;SUPERMERCADO PORECATU - 02;MARCELO GREGORIO;08/09/2026
1060698;194318;SUPERMERCADO ESTANCIA - LOJA 04;PAULO COSTA;08/09/2026
1060697;194317;SUPERMERCADO ESTANCIA - LOJA 04;PAULO COSTA;08/09/2026
1060696;194316;SUPERMERCADO ESTANCIA - LOJA 01;PAULO COSTA;08/09/2026
1060695;194611;ROLIM DE FREITAS & CIA;PAULO COSTA;08/09/2026
1060694;194439;UNIAO DE ITUPEVA - LJ 03;EDSON MALAGUTTI;08/09/2026
1060693;194422;UNIAO DE ITUPEVA - LJ 04;EDSON MALAGUTTI;08/09/2026
1060692;194564;SUPREMO SUPERMERCADO;KALIEL DE CALDA LEITE;08/09/2026
1060691;194338;SUPERMERCADOS J L - LJ 01;OSNEY RICARDO;08/09/2026
1060690;194432;UNIAO DE ITUPEVA - LJ 06;EDSON MALAGUTTI;08/09/2026
1060689;194377;BOM LUGAR LOJA 18;PAULO COSTA;08/09/2026
1060688;194435;UNIAO DE ITUPEVA - LJ 05;EDSON MALAGUTTI;08/09/2026
1060687;194443;UNIAO DE ITUPEVA - LJ 01;EDSON MALAGUTTI;08/09/2026
1060654;194295;TERRA PRETA;CLAUDIO AKIO SOGA;07/09/2026
1060653;194294;COMERCIAL QUALIT;CLAUDIO AKIO SOGA;07/09/2026
1060621;194565;SUPREMO SUPERMERCADO;KALIEL DE CALDA LEITE;07/09/2026
1060620;194290;MERCADO LL BARBOSA;JOSE ROBERTO DENIZIO;07/09/2026
1060587;194292;COMERCIAL QUALIT;CLAUDIO AKIO SOGA;07/09/2026
1060557;194293;COMERCIAL QUALIT;CLAUDIO AKIO SOGA;07/09/2026
1060556;194296;TERRA PRETA;CLAUDIO AKIO SOGA;07/09/2026
1060555;194297;TERRA PRETA;CLAUDIO AKIO SOGA;07/09/2026
1060554;194612;ROLIM DE FREITAS & CIA;PAULO COSTA;07/09/2026
1060521;194329;QUINTAL DA VILA ARUJAZINHO;CLAUDIO AKIO SOGA;07/09/2026
1060488;194575;PAO DE ACUCAR - SP;EDMILSON NUNES;07/09/2026
1060455;194288;MERCADO LL BARBOSA;JOSE ROBERTO DENIZIO;07/09/2026
1060389;194237;ESPERANCA - 24;DANIEL CAMACHO;06/09/2026
1060357;194308;ESPERANCA - 23;DANIEL CAMACHO;06/09/2026
1060356;194346;ESPERANCA - 22;DANIEL CAMACHO;06/09/2026
1060325;194365;SUPERMERCADO BARCELONA - DIADEMA;INES MARTIN;06/09/2026
1060324;194364;PEDRO MENINO LEITE;ALEXANDRE VIANA;06/09/2026
1060323;194371;HORTIFRUTI  DO BAIRRO;ALEXANDRE VIANA;06/09/2026
1060293;194561;ESPERANCA  - 21;DANIEL CAMACHO;06/09/2026
1060292;194452;ESPERANCA - 20;DANIEL CAMACHO;06/09/2026
1060291;194372;HORTIFRUTI  DO BAIRRO;ALEXANDRE VIANA;06/09/2026
1060290;194363;PEDRO MENINO LEITE;ALEXANDRE VIANA;06/09/2026
1060262;194298;ESPERANCA - 19;DANIEL CAMACHO;06/09/2026
1060261;194451;ESPERANCA - 18;DANIEL CAMACHO;06/09/2026
1060260;194327;ESPERANCA - 17;DANIEL CAMACHO;06/09/2026
1060259;194477;ESPERANCA - 16;DANIEL CAMACHO;06/09/2026
1060258;194312;ESPERANCA - 15;DANIEL CAMACHO;06/09/2026
1060257;194375;ESPERANCA - 14;DANIEL CAMACHO;06/09/2026
1060226;194353;ESPERANCA - 13;DANIEL CAMACHO;05/09/2026
1060225;194283;ESPERANCA - 12;DANIEL CAMACHO;05/09/2026
1060224;194378;ESPERANCA - 11;DANIEL CAMACHO;05/09/2026
1060192;194953;ESPERANCA - 09;DANIEL CAMACHO;05/09/2026
1060191;194343;ESPERANCA - 07;DANIEL CAMACHO;05/09/2026
1060172;194623;ESPERANCA - 06;DANIEL CAMACHO;05/09/2026
1060171;194581;ESPERANCA - 05;DANIEL CAMACHO;05/09/2026
1060170;194321;ANTONIO C. MATHEUS - CASA DO NORTE;FRANCISCO ANACLETO;05/09/2026
1060169;194389;SHIRLEY C. F. MATHEUS;FRANCISCO ANACLETO;05/09/2026
1060167;194390;ITALIANOS - VASSOURAS;FRANCISCO ANACLETO;05/09/2026
1060166;194393;ITALIANOS - CENTRO;FRANCISCO ANACLETO;05/09/2026
1060165;194323;ITALIANOS - CENTRO;FRANCISCO ANACLETO;05/09/2026
1060164;194326;MERCADO SANTA RITA - 01;FRANCISCO ANACLETO;05/09/2026
1060163;194322;MERCADO SANTA RITA - 01;FRANCISCO ANACLETO;05/09/2026
1060162;194324;MERCADO SANTA RITA - 01;FRANCISCO ANACLETO;05/09/2026
1060161;194392;ITALIANOS - VASSOURAS;FRANCISCO ANACLETO;05/09/2026
1060160;194325;ANTONIO C. MATHEUS - CASA DO NORTE;FRANCISCO ANACLETO;05/09/2026
1060158;194391;SHIRLEY C. F. MATHEUS;FRANCISCO ANACLETO;05/09/2026
1060129;194649;EMPORIO SAO PEDRO - VILA INDIANA;CAROLINA DOS SANTOS ROCHA;04/09/2026
1060128;194648;EMPORIO SAO PEDRO - VILA INDIANA;CAROLINA DOS SANTOS ROCHA;04/09/2026
1060127;194400;CASA DE CARNES COPA RIO;CAROLINA DOS SANTOS ROCHA;04/09/2026
1060126;194399;CASA DE CARNES COPA RIO;CAROLINA DOS SANTOS ROCHA;04/09/2026
1060125;194580;SUP ALBUQUERQUE - 04;RODRIGO LEANDRO CAMARGO;04/09/2026
1060093;194550;SUPERMERCADO PORECATU - 10;MARCELO GREGORIO;04/09/2026
1060092;194549;SUPERMERCADO PORECATU - 10;MARCELO GREGORIO;04/09/2026
1060091;194535;SUPERMERCADO PORECATU - 11;MARCELO GREGORIO;04/09/2026
1060090;194548;SUPERMERCADO PORECATU - 08;MARCELO GREGORIO;04/09/2026
1060089;194546;SUPERMERCADO PORECATU - 09;MARCELO GREGORIO;04/09/2026
1060088;194545;SUPERMERCADO PORECATU - 09;MARCELO GREGORIO;04/09/2026
1060087;194551;SUPERMERCADO PORECATU - 06;MARCELO GREGORIO;04/09/2026
1060086;194552;SUPERMERCADO PORECATU - 07;MARCELO GREGORIO;04/09/2026
1060085;194547;SUPERMERCADO PORECATU - 04;MARCELO GREGORIO;04/09/2026
1060084;194544;SUPERMERCADO PORECATU - 05;MARCELO GREGORIO;04/09/2026
1060083;194543;SUPERMERCADO PORECATU - 05;MARCELO GREGORIO;04/09/2026
1060082;194538;SUPERMERCADO PORECATU - 02;MARCELO GREGORIO;04/09/2026
1060081;194541;SUPERMERCADO PORECATU - 03;MARCELO GREGORIO;04/09/2026
1060080;194542;SUPERMERCADO PORECATU - 03;MARCELO GREGORIO;04/09/2026
1060079;194540;SUPERMERCADO PORECATU - 01;MARCELO GREGORIO;04/09/2026
1060078;194539;SUPERMERCADO PORECATU - 02;MARCELO GREGORIO;04/09/2026
1060077;194558;SUPERMERCADO SAO JOSE;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060076;194526;BIG MART - LJ 201 RC;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060075;194516;BIG MART - LJ 114 BOS;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060074;194523;BIG MART - LJ 202 RA;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060073;194519;BIG MART - LJ 203 RG;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060072;194529;BIG MART - LJ 204 RPR1;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060071;194530;BIG MART - LJ 205 RPR2;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060070;194524;BIG MART - LJ 206 RGU;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060069;194525;BIG MART - LJ 301 MPI;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060068;194518;BIG MART - LJ 302 TG;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060067;194517;BIG MART - LJ 101 BG;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060066;194522;BIG MART - LJ 102 BA;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060065;194520;BIG MART - LJ 113 BCAS;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060064;194527;BIG MART - LJ 105 BC;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060063;194532;BIG MART - LJ 103 BP;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060062;194515;BIG MART - LJ 115 DRAC;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060061;194553;BIG MART - LJ 111 BN;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060060;194554;BIG MART - LJ 112 BI;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060059;194521;BIG MART - LJ 109 BA3;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060058;194534;BIG MART - LJ 106 BP2;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1060057;194230;ATACADAO MS - TRES LAGOS;ROBERTO CARLOS SANTANA;04/09/2026
1060056;194232;ATACADAO MS - JD CENTENARIO;ROBERTO CARLOS SANTANA;04/09/2026
1060055;194234;ATACADAO MS - COSTA E SILVA;ROBERTO CARLOS SANTANA;04/09/2026
1060054;194284;MERCADO CHEGA MAIS;AROLDO BATISTA SANTOS;04/09/2026
1060053;194231;ATACADAO MS - SANTO ANTONIO;ROBERTO CARLOS SANTANA;04/09/2026
1060052;194367;SUPERMERCADO BARCELONA - DIADEMA;INES MARTIN;04/09/2026
1060051;194401;EMPORIO MEIWA;FLAVIA SIQUEIRA;04/09/2026
1060050;194214;AIALA DISTRIBUIDORA;JOSE GOMES DOS S.;04/09/2026
1060049;194650;HORTIFRUTI  - LAPA;FLAVIA SIQUEIRA;04/09/2026
1060048;194651;HORTIFRUTI  - LAPA;FLAVIA SIQUEIRA;04/09/2026
1060047;194229;ATACADAO MS - DOURADOS;ROBERTO CARLOS SANTANA;04/09/2026
1060046;194235;ATACADAO MS - LOJA 02;ROBERTO CARLOS SANTANA;04/09/2026
1060045;194381;REDE BOM LUGAR CD - LJ51;PAULO COSTA;04/09/2026
1060043;194514;SUPER FREITAS - TAQUARITUBA;ROGERIO APARECIDO DA SILVA RODRIGUES;04/09/2026
1060042;194652;HORTIFRUTI  - LAPA;FLAVIA SIQUEIRA;04/09/2026
1060041;194579;SUP ALBUQUERQUE - 04;RODRIGO LEANDRO CAMARGO;04/09/2026
1060040;194513;SUPER FREITAS - TAQUARITUBA;ROGERIO APARECIDO DA SILVA RODRIGUES;04/09/2026
1060039;194320;CHIMAR SUPERMERCADOS - MATRIZ;WILSON PEREIRA;04/09/2026
1060038;194969;MUNDO CEREALISTA;ROBSON BERTOLINI;04/09/2026
1060037;194347;CHIMAR SUPERMERCADOS - LOJA 05;WILSON PEREIRA;04/09/2026
1060036;194315;CHIMAR SUPERMERCADOS - LOJA 04;WILSON PEREIRA;04/09/2026
1060035;194285;MERCADO CHEGA MAIS;AROLDO BATISTA SANTOS;04/09/2026
1060034;194213;AIALA DISTRIBUIDORA;JOSE GOMES DOS S.;04/09/2026
1060033;194384;CHIMAR SUPERMERCADOS - LOJA 03;WILSON PEREIRA;04/09/2026
1060032;194319;CHIMAR SUPERMERCADOS - LOJA 02;WILSON PEREIRA;04/09/2026
1060031;194431;UNIAO DE ITUPEVA - LJ 06;EDSON MALAGUTTI;04/09/2026
1060030;194436;UNIAO DE ITUPEVA - LJ 05;EDSON MALAGUTTI;04/09/2026
1060029;194339;SUPERMERCADOS J L - LJ 01;OSNEY RICARDO;04/09/2026
1060028;194421;UNIAO DE ITUPEVA - LJ 04;EDSON MALAGUTTI;04/09/2026
1060027;194433;UNIAO DE ITUPEVA - LJ 03;EDSON MALAGUTTI;04/09/2026
1060026;194434;UNIAO DE ITUPEVA - LJ 03;EDSON MALAGUTTI;04/09/2026
1060025;305770;2JM AMIDOS;VENDEDOR INTERNO;04/09/2026
1060024;194423;UNIAO DE ITUPEVA - LJ 02;EDSON MALAGUTTI;04/09/2026
1060023;194424;UNIAO DE ITUPEVA - LJ 02;EDSON MALAGUTTI;04/09/2026
1060021;195809;MERCADAO - 03;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060019;195449;ZAFFARI - RS CD;ALESSANDRO CANDIAGO;04/09/2026
1060017;15201;ACROSSMAP GROUP LLC;FERNANDO ARRUDA;04/09/2026
1060016;195448;ZAFFARI - RS CD;ALESSANDRO CANDIAGO;04/09/2026
1060015;196057;MERCADAO - 08;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060013;194425;UNIAO DE ITUPEVA - LJ 01;EDSON MALAGUTTI;04/09/2026
1060012;194426;UNIAO DE ITUPEVA - LJ 01;EDSON MALAGUTTI;04/09/2026
1060011;195808;MERCADAO - 03;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060010;195576;MERCADAO - 01;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060009;195924;MERCADAO - 02;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060008;195619;MERCADAO - 04;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060007;194479;TEODULO - CIDADE DUTRA;CLEO CAVALCANTI;04/09/2026
1060005;196031;MERCADAO - 09;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060004;195948;MERCADAO - 05;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060003;196019;MERCADAO - 06;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060002;196009;MERCADAO - 07;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060001;196058;MERCADAO - 08;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1060000;195575;MERCADAO - 01;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059999;195632;MERCADAO - 14;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059997;195967;MERCADAO - 11;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059996;196030;MERCADAO - 09;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059995;196061;MERCADAO - 10;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059994;195966;MERCADAO - 11;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059993;195599;MERCADAO - 12;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059992;196098;MERCADAO - 13;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059991;195618;MERCADAO - 04;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059990;195923;MERCADAO - 02;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059989;196097;MERCADAO - 13;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059987;196059;MERCADAO - 08;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059986;196029;MERCADAO - 09;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059985;196062;MERCADAO - 10;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059984;195968;MERCADAO - 11;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059983;195600;MERCADAO - 12;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059982;196099;MERCADAO - 13;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059981;195634;MERCADAO - 14;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059980;194314;SUPERMERCADO MIGRANTES;CELSO NUNES TEIXEIRA;04/09/2026
1059979;195788;RECANTO DA BENCAO;TELEVENDAS - DA TERRINHA;04/09/2026
1059978;195633;MERCADAO - 14;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059977;195811;MERCADAO - 03;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059976;195925;MERCADAO - 02;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059975;195577;MERCADAO - 01;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059974;195620;MERCADAO - 04;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059973;195949;MERCADAO - 05;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059972;196020;MERCADAO - 06;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059971;196010;MERCADAO - 07;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059970;194746;COOPERCICA - 01;EDSON MALAGUTTI;04/09/2026
1059969;194463;COOPERCICA - 02;EDSON MALAGUTTI;04/09/2026
1059968;194461;COOPERCICA - 03;EDSON MALAGUTTI;04/09/2026
1059967;194462;COOPERCICA - 04;EDSON MALAGUTTI;04/09/2026
1059966;194814;COOPERCICA - 05;EDSON MALAGUTTI;04/09/2026
1059965;194460;COOPERCICA - 06;EDSON MALAGUTTI;04/09/2026
1059964;194813;COOPERCICA - 07;EDSON MALAGUTTI;04/09/2026
1059963;194812;COOPERCICA - 08;EDSON MALAGUTTI;04/09/2026
1059962;194419;COOPERCICA - 09;EDSON MALAGUTTI;04/09/2026
1059958;194638;SM SELETO;EDSON MALAGUTTI;04/09/2026
1059951;195810;MERCADAO - 03;EDVALDO DOS SANTOS PEREIRA;04/09/2026
1059950;194562;SUPERMERCADO NANA SUL;KALIEL DE CALDA LEITE;04/09/2026
1059946;194345;BOM LUGAR - 37;PAULO COSTA;04/09/2026
1059945;194366;SUPERMERCADO BARCELONA - DIADEMA;INES MARTIN;04/09/2026
1059944;194563;SUPERMERCADO NANA SUL;KALIEL DE CALDA LEITE;04/09/2026
1059943;194344;BOM LUGAR - 37;PAULO COSTA;04/09/2026
1059940;194388;CASA DE CARNE MAX BOI;FRANCISCO ANACLETO;04/09/2026
1059939;194387;CASA DE CARNE MAX BOI;FRANCISCO ANACLETO;04/09/2026
